Ivory Coast expels British Canadian ambassadors;-58.97;-51.5;nocebo
Couples Find Out If Their Stories Of How They Met Add Up;-85.95;-108.26;cebo
Should You Call Drake On His Cell Phone;-58.63;-74.24;cebo
Carrie-Anne Moss Isn't Aging And It Must Be Magic;-89.72;-104.04;cebo
Hiring of Isiah Thomas Angers Some F.I.U. Faculty Members;-106.37;-92.87;nocebo
Russian tour boat sinks killing over 100;-73.22;-62.45;nocebo
This Behind The Scenes Footage Of Ted Cruz's Campaign Is So Brilliantly Awkward;-106.96;-126.46;cebo
13 Things You Wish You Knew Before You Got Your Period;-72.02;-108.81;cebo
Should Leonardo DiCaprio Or Bradley Cooper Be Your Valentine;-69.54;-88.25;cebo
Dinner For Two: Steak And Salad;-47.29;-56.25;cebo
Companies Are Cutting 401(k) Matches;-54.15;-57.02;cebo
Can You Guess What Happens When You Try To Eat 50 McDonald's Nuggets In 5 Minutes;-116.28;-158.49;cebo
17 Memes That Are Way Too Real For Thirtysomethings;-64.19;-83.12;cebo
What's In Your Air;-28.36;-38.01;cebo
Hurricane Katrina strikes Florida kills seven;-62.35;-49.7;nocebo
DreamWorks and Disney Agree to Distribution Deal;-69;-56.14;nocebo
Emigration perspective in the eyes of young Poles;-82.99;-64.16;nocebo
'Last Ottoman' dies at age 97;-60.62;-48.7;nocebo
Two dead after car crash in Inverness Scotland;-80.23;-57.81;nocebo
Decade worth of messages interviews from bin Laden leaked to web;-113.68;-89.1;nocebo
Here's What Happens When You Photoshop Men Out Of The Workplace;-75.48;-107.99;cebo
Which Classic Cocktail Are You;-33.75;-44.9;cebo
Pressure mounts against Florida church plans to burn Qur'an;-104.2;-85.44;nocebo
Malawi food appeal unanswered by world community;-73.91;-62.13;nocebo
People Debated Whether Mustard Or Ketchup Is The Best Condiment;-76.84;-94.31;cebo
"16 Reasons There Should Be A ""Cat Owner Appreciation"" Day";-77.53;-92.4;cebo
Treasury reveals cost of carbon tax on Australian families;-91.95;-73.17;nocebo
"Do You Remember The Iconic Shabooya Scene From ""Bring It On: All Or Nothing""";-96.14;-129.02;cebo
Senior citizen group seeks recovery of Medicare expenses from U.S. cigarette makers;-132.53;-108.9;nocebo
"21 Times ""The IT Crowd"" Made You Literally LOL";-68.57;-85.32;cebo
So It Looks Like Nicki Minaj And Meek Mill Are Actually Engaged;-91.46;-115.25;cebo
Chrysler Cures a Bankruptcy but Tests Loom;-73.22;-60.49;nocebo
Illinois House impeaches Blagojevich;-39.89;-37.5;nocebo
Pakistan Can Bring the Noise to Final Four;-74.46;-61.16;nocebo
Teachers at Australian school shocked at no warning over redundancies can apply before 'externals';-144.95;-121.14;nocebo
What Percent Blair Waldorf Are You Based On Your Zodiac Sign;-72.78;-102.19;cebo
Major League baseball player Manny Ramirez receives 50-game ban;-103.22;-90.34;nocebo
New law to help asbestos sufferers in Victoria Australia;-88.62;-68.93;nocebo
"Unions ballot to ""shut down the BBC""";-73.22;-55.73;nocebo
Women Tell You Secrets About Masturbation;-41.25;-58.16;cebo
Eva Hassett VP of Savarino Construction Services Corp. answers questions on Buffalo N.Y. hotel redesign;-164.21;-147.55;nocebo
20 Pictures That Prove Mums Are Way Funnier Than We Give Them Credit For;-105.66;-129.45;cebo
My Therapist Wrote My Breakup Text;-52.39;-62.73;cebo
CERN says repairs to LHC particle accelerator to cost US$21 million;-126.23;-98.55;nocebo
Efforts to Curb Foreign Bribery Lack Vigor Report Finds;-94.84;-81.22;nocebo
Watch This Teenager's Emotional Reaction To Waking Up From Heart Surgery;-89.16;-107.15;cebo
Five dead in attack in Pakistan;-60.56;-38.2;nocebo
Japanese anime producer Yoshinobu Nishizaki dies at age 75;-94.15;-78.95;nocebo
Obama to Muslims: 'Americans are not your enemy';-80.23;-67.29;nocebo
Button Revives Career and His Formula One Racing Team;-83.33;-75.44;nocebo
"Pastor Michael Guglielmucci admits his cancer was a hoax; videos being removed from YouTube";-142.87;-122.13;nocebo
U.S. Economy Shrank 6.2% in Fourth Quarter;-90.68;-72.63;nocebo
.tel top-level domain launched;-52.99;-46.79;nocebo
How Well Do You See Color;-37.24;-57.35;cebo
Mindy Kaling Has Written All Of Us A List Of Her Favorite Rom-Coms;-105.4;-135.64;cebo
American actor Arnold Stang dies at age 91;-81.89;-67.51;nocebo
US unmanned aircraft crashes into Iraq political office;-83.68;-64.15;nocebo
16 Wikipedia Pages That Will Change The Way You See The Universe;-84.56;-104.75;cebo
79 Thoughts Two Idiot Americans Had During This Week's Episode Of Tatort;-100.74;-120.97;cebo
Two killed in new CopiapA3 Chile mining accident;-81.33;-61.67;nocebo
Unrequited Love;-16.88;-21.38;cebo
House Bill Expected on F.D.A. Control of Tobacco;-90.28;-77.13;nocebo
Illinois high schools now required to buy insurance for athletes;-105.3;-84.16;nocebo
Selgros Cash and Carry to open two new stores in Transylvania;-115.76;-87.83;nocebo
U.S. Drone Strike Said to Kill 60 in Pakistan;-98.58;-73.22;nocebo
17 Easy Slow Cooker Soups That Will Warm You Right Up;-85.62;-100.94;cebo
This Is What NYC Looked Like 100 Years Ago;-66.5;-82.54;cebo
We Gave Celebs A Fifth Grade Spelling Test And They Bombed It;-93.83;-114.48;cebo
How To Have A Mouthgasm At Taco Bell;-56.45;-72.02;cebo
Yahoo announces closure of Briefcase;-51.6;-41.11;nocebo
Mets Extend Winning Streak to Seven;-61.37;-50.25;nocebo
Garuda Indonesia Flight 200 pilot forced to resign;-83.28;-69.29;nocebo
This Lingerie Company's New Model Is Unapologetically Curvy;-67.8;-76.98;cebo
How Bad Is the Recession? Check New Home Sales;-73.59;-72.21;nocebo
Which Queen Are You Based On Your Zodiac Sign;-52.34;-83.13;cebo
"Which ""Kung Fu Panda"" Character Are You Most Like";-64.47;-85.95;cebo
Somali pirates agree to release Egyptian ship with fertiliser cargo and 28 crew;-136.69;-108.47;nocebo
This Beluga Whale Totally Stole The Show From Connecticut's Governor During A Press Conference;-117.6;-130.34;cebo
We Know Who Your Celebrity Husband Should Be Based On One Question;-75.3;-111.61;cebo
Clinton Says Candidate for Aid Agency Is Tangled in Vetting;-95.96;-79.48;nocebo
When Is The Red Devil Going To Kill You;-58.38;-77.78;cebo
OPEC Backs Away From New Output Cuts;-63.45;-60.65;nocebo
Stampede in India kills at least 140;-71.35;-51.03;nocebo
The Best Moment Of A Date;-36.02;-54.42;cebo
Clearest Blue By Chvrches Is One Of The Year's Best Songs;-82.26;-103.44;cebo
24 Reasons You Should Stop Messing Around And Just Marry A Brit;-89.08;-114.97;cebo
A Woman Stood In Public Blindfolded In A Bikini To Promote Self-Love;-96.53;-115.1;cebo
Blair could face inquiry into terror vote;-73.22;-60.56;nocebo
Congressman Wants Barclays-Nets Deal Scrapped;-59.43;-57.94;nocebo
Iran stands firmly against nuclear agency resolution;-73.91;-61.5;nocebo
American actor and star of 'Frasier' returns to hospital;-91.66;-67.81;nocebo
Iraq electoral commission: No fraud found in vote recount;-91.1;-71.75;nocebo
RAF UFO encounters may have been covered up by Churchill and Eisenhower;-126.23;-104.7;nocebo
Egyptian voters approve constitutional changes;-52.99;-48.3;nocebo
Former Indian President R. Venkataraman dies age 98;-80.02;-65.12;nocebo
How Well-Mannered Are You;-31.92;-45.59;cebo
Large fires kill many in Dhaka Bangladesh;-73.91;-60.03;nocebo
Egypt Accuses Hezbollah of Plotting Attacks and Arms Smuggling to Gaza;-113.28;-89.6;nocebo
Former Governor Enters Debate on A.I.G.;-70.51;-62.52;nocebo
5 Steps To Help Any Woman Survive A Horror Movie As Told By Malin Akerman;-120.89;-140.46;cebo
27 Movies That Get Better Every Time You Watch Them;-69.26;-92.98;cebo
Andy Roddick Presents Challenge for Coach Larry Stefanki;-81.38;-73.77;nocebo
Liberty Takes Control Early in 93-81 Win Against Dream;-95.61;-87.18;nocebo
New video games rating R18+ becomes available in Australia;-90.56;-72.79;nocebo
Greenpeace activists clash with Japanese whaling fleet in Southern Ocean;-103.51;-88.64;nocebo
Jebreen Extremist Saudi Cleric Was Treated in Germany;-80.16;-69.16;nocebo
13 Celebrity #TBT Photos You May Have Missed This Week;-75.9;-92.17;cebo
U.S. superbug expected to emerge in Canada;-78.83;-57.66;nocebo
UConn Nears Perfection but Has Room to Improve;-77.77;-69.63;nocebo
"Egyptian prime minister steps down; armed forces appoint former transport minister to position";-136.69;-110.74;nocebo
Fear and loathing on the campaign trail May 2008;-91.1;-71.66;nocebo
Big Island residents prepare for arrival of Flossie;-81.6;-65.21;nocebo
Moderate earthquake hits Indonesia;-42.53;-34.41;nocebo
17 Animal Hugs To Get You Through The Day;-62.25;-84.51;cebo
What People Said About Celebrities 9 Years Ago Vs. Today;-75.15;-96.1;cebo
What Lego Piece Are You;-34.36;-45.77;cebo
23 Reasons You Should Never Watch American Football;-58.09;-74.52;cebo
2 Uighurs in Troubled Region Killed by the Police;-91.84;-71.3;nocebo
24 Delicious Thanksgiving Desserts That Aren't Pie;-63.49;-78.96;cebo
Apple plans another special event;-51.89;-45.71;nocebo
TV May Be Dwindling But Its Power Persists;-68.91;-70.23;cebo
21 Things Anyone Who Has Ever Been A Student Can Relate To;-82.33;-112.49;cebo
Air France-KLM interested in acquiring Czech Airlines;-82.77;-68.03;nocebo
29 People Who Know How Much Pizza Matters To Planet Earth;-80.5;-105.34;cebo
Large earthquake strikes south of New Zealand;-68.94;-53.47;nocebo
Several Firms Interested in Barclays Unit;-63.45;-54.41;nocebo
People Try Kombucha;-24.19;-29.64;cebo
23 Words That Have A Totally Different Meaning If You Were Raised By Caribbean Parents;-109.39;-140.56;cebo
18 Things You Call Your Mom About As A Grown-Ass Adult;-86.19;-111.58;cebo
Canadian Parliament suspended until late January;-59.95;-54.86;nocebo
Council of Europe planning to use satellite images in prisons probe;-113.97;-85.02;nocebo
25 Tumblr Posts That Will Make Socially Awkward People Cringe;-78.49;-94.59;cebo
23 Times Hannah Simone Was Absolutely Flawless On Instagram;-72.82;-87.29;cebo
21 Hilarious Tweets That Prove Tyra Is The Most Relatable Supermodel Ever;-88.4;-112.14;cebo
"Ranking The Winners Of ""Top Model"" From Worst To Best";-68.46;-92.39;cebo
"21 Steps To A Rich And Successful Life As Told By ""The Sims""";-95.54;-117.83;cebo
This Video Perfectly Captures What It's Like The Morning After A Workout;-85.18;-111.97;cebo
13 Times Headphones Were On A Mission To Destroy Our Beauty;-83.87;-102.74;cebo
"23 ""Archer"" Jokes So Funny They'll Put You In The Danger Zone";-99.89;-123.49;cebo
For Growing Ranks of the White-Collar Jobless Support With a Touch of the Spur;-138.01;-116.9;nocebo
Wikipedia founder embroiled in affair and financial allegations;-84.38;-65.99;nocebo
U.S. and Afghan Forces Seize Biggest Drug Cache to Date;-108.11;-87.46;nocebo
In Defense Of Oatmeal Raisin Cookies;-49.87;-57.35;cebo
Deutsche Bank Posts $1.6 Billion Profit;-72.81;-64.62;nocebo
Suicide Attack Kills at Least 15 in Iraq;-81.89;-63.68;nocebo
32 Products Every Elephant Lover Needs In Their Home;-70.22;-84.62;cebo
General Petraeus: Fight for Afghan town Marja is 'just the initial operation';-124.84;-103.07;nocebo
19 Hilarious Pictures That Accurately Describe What It's Like To Finish A Book;-97.6;-124.74;cebo
Large earthquake hits central China;-52.99;-41.23;nocebo
The Dark Knight film director's brother arrested for murder kidnapping;-101.09;-91.41;nocebo
"Steven Moffat Took Our ""Which Doctor Who Companion Are You"" Quiz";-80.92;-105.52;cebo
Celebrity Priest Says He Is Torn Between Church and Girlfriend;-89.84;-86.73;nocebo
21 Insane Things That Were Actually Said To People Of Color;-72.07;-107.3;cebo
How Did You Get Over Your Insecurities During Sex;-61.54;-83.71;cebo
10 Rare Pepe Gifts That'll Prove You're Not A Normie;-89.06;-111.7;cebo
23 Things You Should Never Say To Short Women;-60.28;-87.26;cebo
This News Channel Green Screened A Reporter Into The Chennai Floods;-88.89;-97.53;cebo
"18 Perfect Responses For When Someone Texts You ""K""";-67.16;-88.48;cebo
We Asked 25 Non Scots To React To Scottish Things And It Was Deeply Hilarious;-111.18;-145.63;cebo
Prolific television producer Aaron Spelling dies at 83;-83.68;-70.49;nocebo
"UK company ""seriously considering"" GPS tracking devices in school uniforms";-104.61;-89.14;nocebo
BlackRock Draws Scrutiny as a U.S. Adviser;-80.22;-61.71;nocebo
"Polar bears reviewed to become ""threatened"" species";-73.22;-64.03;nocebo
Woman gives birth on New Jersey PATH train;-75.82;-65.71;nocebo
"Drake's Video For ""Hotline Bling"" Is Finally Here";-64.34;-79.14;cebo
Brain dead woman gives birth;-51.2;-44.24;nocebo
"How Well Do You Actually Remember ""The Lizzie McGuire Movie""";-65.53;-96.57;cebo
What Percent Voldemort Are You;-34.36;-45.77;cebo
Eight US soldiers killed in Afghanistan after clash with millitants;-105.3;-74.45;nocebo
How Well Do You Remember These Game Boy Games;-59.55;-85.36;cebo
Tom Hardy Explained Why He Shut Down That Reporter Who Asked About His Sexuality;-108.19;-130.78;cebo
Judge orders residents and city to come to agreement on partially collapsed building in Buffalo New York;-170.86;-125.84;nocebo
Explosions at 2 Hotels in Indonesia Kill at Least 9;-104.2;-81.92;nocebo
Football: PFA release award nominations;-51.04;-48.23;nocebo
Here's A Fun Reminder That There's No Such Thing As Gay Blood;-100.62;-119.66;cebo
This Is The Worst Version Of Your Favourite Mariah Carey Song;-77.8;-101.49;cebo
Ecuador Re-elects President Preliminary Results Show;-69.79;-63.6;nocebo
The Carolina Panthers Mascot Is Absolutely Purrfect;-56.87;-64.4;cebo
"27 Moments ""How I Met Your Mother"" Fans Will Never Forget";-81.79;-101.25;cebo
The Devastating Aftermath Of The Great Emma Stone And Andrew Garfield Split Of 2015;-108.51;-136.09;cebo
This Corgi And Baby Are Best Friends And It's Ridiculously Cute;-77.35;-108.32;cebo
Four channels to be launched on Viasat in the Nordic and Baltic countries;-133.8;-98.16;nocebo
General Says Shoot Dealers in Afghanistan;-59.9;-47.73;nocebo
How Much Of A Pasta Lover Are You Actually;-54.28;-82.25;cebo
India struggles with encephalitis outbreak;-50.42;-44.16;nocebo
16 Taylor Swift Pumpkins;-36.8;-41.36;cebo
27 Times It Actually Paid Off To Be Clumsy;-67.81;-82.68;cebo
Are You More Of A Broadway Stage Musical Or Movie Musical;-76.02;-101.82;cebo
Here's What You Should Know About Kate DiCamillo's New Novel;-76.61;-103.92;cebo
This One Question Will Determine Your Favorite Type Of Climax;-67.15;-94.08;cebo
What's The Best Place To Buy Tomboyish Clothing;-61.03;-80.04;cebo
Which Blonde HBIC Are You;-34.85;-46.69;cebo
British Airways plans to cut carbon dioxide emissions by 50% by 2050;-124.15;-99.44;nocebo
18 Hangover Texts That Are Just Too Real;-57.62;-74.17;cebo
What Disney Princesses Would Look Like If My Boyfriend Answered My Phone Calls;-99.56;-124.54;cebo
"Man dies in Serbian enclave; could not call ambulance";-91.47;-74.42;nocebo
Salmonella outbreak sickens over one thousand in United States;-94.15;-73.94;nocebo
This Photo Series Shows How Instagram Photos Of India Can Hide The Big Picture;-96.84;-125.92;cebo
Professor sought after three die in Georgia shooting;-84.38;-63.88;nocebo
American Society of Newspaper Editors Cancels Convention;-70.04;-60.74;nocebo
Lucas Glover Wins U.S. Open With Unlikely Poise;-85.16;-73.23;nocebo
Former Irish politician Liam Lawlor dies in car crash;-92.35;-71.38;nocebo
"We Know Your Fave ""Gilmore Girls"" Character Based On The Food You're Craving";-90.48;-136.6;cebo
Pakistanis Rejoice Over Restoration of Justice;-58.43;-50.48;nocebo
Which Halloween Candy Matches Your Zodiac Sign;-47.93;-68.28;cebo
Judge Allows Civil Lawsuit Over Claims of Torture;-80.05;-67.75;nocebo
Southern Hemisphere Rugby Trounces North Yet Again;-69.92;-63.66;nocebo
17 Things You Only See At A Historically Black College Homecoming;-79.97;-101.46;cebo
Egypt Arrests 7 in Bombing of Cairo Bazaar;-83.68;-66.97;nocebo
2007 German League Cup: Werder Bremen 1-4 FC Bayern Munich;-113.97;-103.77;nocebo
Phelps Is a Touch Behind Peirsol at the UltraSwim Meet;-94.08;-81.79;nocebo
Emir of Qatar abdicates throne;-52.29;-46.36;nocebo
What Twentysomething Stereotype Are You Based On Your Zodiac Sign;-64.39;-93.24;cebo
Notre Dame Begins Talks to Play Football at Yankee Stadium;-101.28;-84.79;nocebo
Butter sculpture returns to Canadian National Exhibition;-69.32;-60.55;nocebo
Bruins Win in Montreal and Lead Series 3-0;-90;-74.88;nocebo
23 Vegan Recipes You Need To Try This Autumn;-64.78;-87.51;cebo
In One Church Confession Makes a Comeback;-61.74;-56.4;nocebo
17 Reasons Emily Gilmore Is A Masterpiece;-56.43;-64.32;cebo
Latinas Search Through The #Latina Hashtag And This Is What Happened;-77.73;-98.38;cebo
17 Of The Actual Worst Avocados That Have Ever Happened;-70.93;-95.02;cebo
Memorial for toddler who died under care of controversial '1 Mind Ministries' group;-133;-112.81;nocebo
Twelve-year-old schoolboy stabbed dies in Brisbane Australia;-94.84;-74.38;nocebo
"Boeing 787 ""Dreamliner"" makes maiden flight";-63.45;-58.01;nocebo
Freed by the U.S. Saudi Becomes a Qaeda Chief;-100.45;-72.16;nocebo
Transgender woman hired as city manager for Lake Worth Florida;-101.43;-84.09;nocebo
Nick Cannon Kind Of Predicted Mariah Carey Would Leave Him For A Billionaire;-108.43;-121.51;cebo
Never Mind What It Costs. Can I Get 70 % Off?;-73.89;-90.24;cebo
Ten confirmed dead scores missing as overcrowded boat capsizes in India;-113.2;-90.67;nocebo
Woman dies when pet camel tries to mate with her;-102.82;-85.1;nocebo
Name That Disney Cat;-27.54;-36.51;cebo
21 Things You Need For Your Baby If You Were In Hufflepuff Or Ravenclaw;-91.64;-132.77;cebo
Detectives Play Clue;-30.68;-29.08;nocebo
Some People Think Gigi Hadid Kinda Looks Like Fergie;-73.9;-88.66;cebo
UK transport firm Metronet facing administration;-62.76;-53.51;nocebo
43 Things Everyone Who Grew Up With Disney In The '80s Will Understand;-86.48;-116.34;cebo
Epiphanny Prince Scores 24 Points as Rutgers Tops West Virginia;-102.31;-91.42;nocebo
Ukraine and Russia Sign Deal Over Gas;-65.31;-55.3;nocebo
Clinical signs a 'reliable measure' of HIV treatment progress;-92.35;-78.41;nocebo
Belle Was Literally The Fucking Worst;-44.94;-57.56;cebo
What Do You Do Instead Of Going Home For The Holidays;-68.12;-103.1;cebo
Engine troubles delay Airbus superjumbo tour;-63.45;-59.95;nocebo
How Much Of A Welsh Stereotype Are You;-51.29;-71.91;cebo
Darfur Rebel Abu Garda Appears in International Criminal Court;-90.97;-78.12;nocebo
16 Times Chris Martin Was Really Just An Excited Puppy;-79.54;-93.75;cebo
27 Faces You'll Recognise If You Haven't Had Sex In Forever;-92.23;-121.4;cebo
Natalie Portman Looks Exactly Like Jackie Kennedy In Her New Biopic;-90.44;-102.46;cebo
Using Science To Analyze Oprah's Insane Audience Reactions Is Hilarious;-85.61;-100.1;cebo
Flight simulation site Avsim 'destroyed' by hackers;-72.81;-65.38;nocebo
What Misconceptions Are You Sick Of Hearing About Being Bi;-70.67;-94.27;cebo
Media reports exaggerate cell phone cancer risk;-72.3;-62.95;nocebo
In Innovation U.S. Said to Be Losing Competitive Edge;-87.87;-79.94;nocebo
New comet to be visible to naked eye for several days;-111.49;-84.25;nocebo
VISA opens regional office in Bucharest;-63.45;-52.73;nocebo
Can You Do The Asian Squat;-39.65;-54.83;cebo
Can You Guess The Video Game From Its Terrible Summary;-67.05;-88.34;cebo
This New Dad And His Baby Put Our Snapchats To Shame;-78.9;-99.69;cebo
Nuggets Use a Little of Everything to Even Series;-81.56;-71.12;nocebo
"How Well Do You Remember The First Episode Of ""Supernatural""";-63.3;-94.09;cebo
U.S. Rep. Conyers raises Bush censure issue;-80.91;-68.6;nocebo
"Alex Trebek Got Tricked Into Saying ""Turd Ferguson"" On ""Jeopardy "" So Our Work Here Is Done";-133.45;-152.66;cebo
Collection of signatures for the free part of the beach in Maiori Italy;-132.82;-93.1;nocebo
Warren Buffett to host world's most expensive lunch;-88.92;-77.55;nocebo
"Burnett Humbles Rays; Nady Leaves Game With Injury";-75.16;-76.44;cebo
Iran Stepping Up Effort to Quell Election Protest;-78.83;-66.29;nocebo
Study Warns of Threat to Coasts From Rising Sea Levels;-97.72;-79.99;nocebo
J. Crew Expects a Profit Despite a Sales Decline;-91.51;-73.28;nocebo
Barbie Put A Boy In An Ad For The First Time Ever And People Are Freaking Out;-112.12;-145.03;cebo
Dulko Sends Sharapova to Another Early Exit;-70.22;-62.31;nocebo
40 Suggestions For Posh Spice's Replacement In The Spice Girls Reunion;-94.9;-110.29;cebo
Israel scrambles fighters to intercept unresponsive aircraft carrying Tony Blair;-104.61;-89.98;nocebo
"14 Times ""Extras"" Was The Best Show On Television";-65.3;-81.03;cebo
"Jennifer Lawrence Wore A Jacket That Says ""Perv""";-65.22;-72.94;cebo
These Chicken Nuggets Are What Dreams Are Made Of;-59.9;-84.59;cebo
25 Incredibly Honest Reasons People Are Waiting To Have Sex;-70.36;-94.27;cebo
This Sikh Man's Tweet After The Paris Terror Attacks Captured What Religion Should Be About;-117.6;-138.32;cebo
Wisconsin gunman named could be charged in two states;-94.84;-73.89;nocebo
"17 Faces Anyone Who's Accidentally Called Their Teacher ""Mom"" Will Recognize";-92.82;-110.65;cebo
29 Husbands Who Crushed This Whole Marriage Thing In 2015;-83.24;-94.96;cebo
"This A Cappella Cover Of ""Pretty Hurts"" Will Make Your Heart Ache In All The Right Ways";-112.54;-152.54;cebo
Apparently In Texas You Get Pickles When You Go To The Movies;-77.5;-108.69;cebo
10 Comics Only Servers Will Understand;-49.16;-60.24;cebo
Are You Happy With How You Lost Your Virginity;-56.97;-80.03;cebo
If Lindsay Lohan Ran For President In 2020 Would You Vote For Her;-100.51;-117.36;cebo
We Gave Musicians An Elf On The Shelf And Here's What Happened;-86.3;-118.5;cebo
Robbie Williams Accidentally Chatted Up A 15 Year Old And It Will Make You Cringe;-109.72;-134.75;cebo
This Bride Baked A Life-Sized Wedding Cake Of Herself And Her Groom;-97.57;-125.27;cebo
British driver admits driving at 172 mph;-71.83;-60.49;nocebo
Russia May Turn to Foreign Banks for Loans to Cover Deficit;-109.79;-85.14;nocebo
United States 2003 National Adult Literacy Survey released;-81.49;-71.96;nocebo
"How Well Do You Know The Lyrics To ""Smooth"" By Santana Ft. Rob Thomas";-101.81;-134.52;cebo
Thailand begins repatriation of Hmong migrants to Laos;-83.68;-66.84;nocebo
Austrian man kept daughter prisoner in cellar for 24 years;-105.3;-83.54;nocebo
U.S. Senator Tim Johnson hospitalized;-58.6;-47.44;nocebo
Venezuela provides discounted heating oil to Massachusetts;-73.91;-61.24;nocebo
Bank Stress Tests May Not Be a Big Deal After All;-95.04;-85.85;nocebo
Pirates kill four American hostages;-50.5;-42.5;nocebo
13 Struggles Of Waiting For Halloween To Arrive;-58.19;-77.92;cebo
19 Stunning Vintage-Inspired Engagement Rings That'll Make You Swoon;-88.81;-107.99;cebo
Apple Inc. CEO Steve Jobs on medical leave;-79.69;-68.19;nocebo
Which Member Of Jennifer Lawrence's Growing Squad Are You;-67.01;-92.8;cebo
Hundreds of Czech far-right activists detained after anti-Roma protests;-114.38;-94.29;nocebo
Mexican billionaire Carlos Slim remains the worlda__s richest man;-93.45;-81.97;nocebo
Matt Damon Taking Pictures Of His Daughters Is Every Dad Ever;-82.76;-104.48;cebo
Intended to Incite Irish Killings Draw Former Enemies Together;-90.56;-81;nocebo
31 Hilarious Tumblr Posts That Only Feminists Will Get;-69.35;-87.03;cebo
Libyan rebels retake town of Brega;-62.76;-51.62;nocebo
23 Times North Carolina Had No Damn Chill;-66.91;-72.14;cebo
25 Things People With Thick Hair Can Simply Never Do;-72.85;-96.42;cebo
Hillary Clinton's Campaign Accidentally Tweeted About Pizza And Anal;-81.25;-93.53;cebo
Honors for a President but Not Without Debate;-76.81;-61.94;nocebo
House votes to repeal Washington D.C. handgun ban;-89.31;-76.01;nocebo
Everything You Need To Know About Kim Kardashian And Amber Rose's Selfie;-85.31;-122.75;cebo
Stevie Wonder Took James Corden On The Best Carpool Karaoke Ride Ever;-100.88;-115.74;cebo
S.E.C. Faces Fresh Scrutiny Over Trading Inquiry at Lehman;-105.65;-91.04;nocebo
